"KEY_NAME";"SYNONYM"
"Jerome";"Nerom"
"Jeronimo";"Jeronymo"
"Jerusha";"Jeruscha"
"Jesabel";"Jezabel"
"Jessica";"Jesica"
"Jessica";"Jésica"
"Jessica";"Jesika"
"Jessica";"Jessika"
"Jessica";"Jessyca"
"Jil";"Jill"
"Jimmy";"Jimi"
"Jimmy";"Jimmi"
"Jin";"Yin"
"Jizchak";"Jitzchak"
"Jizchak";"Yitzchak"
"Jizchak";"Yizchak"
"Joana";"Joanna"
"Joanne";"Joann"
"Joel";"Joél"
"Joel";"Joèl"
"Joel";"Joël"
"Joelle";"Joëlle"
"Johann";"Johan"
"John-Kristoffer";"John-Christopher"
"Johnny";"Johnnie"
"Johnny";"Jonny"
"Jolande";"Yolande"
"Jolene";"Jolin"
"Jolene";"Joline"
"Jona";"Jóna"
"Jona";"Jonah"
"Jonas";"Ionas"
"Jonathan";"Ionatan"
"Jonathan";"Ionathan"
"Jonathan";"Jonatan"
"Joo";"Jo"
"José";"Jose"
"Josef";"Joseph"
"Josef";"Jozef"
"Josef";"Yosef"
"Josef-Benedikt";"Joseph-Benedikt"
"Josefin";"Josephin"
"Josefine";"Josephine"
"Josepha";"Josefa"
"Josephina";"Josefina"
"Joshua";"Joschua"
"Joshua";"Yoshua"
"Josua";"Joosua"
"Josua";"Josuah"
"Joyce";"Joice"
"Judita";"Juditta"
"Judith";"Judit"
"Julia";"Iulia"
"Julia";"Julija"
"Julia";"Julja"
"Julia-Krisztina";"Julia-Christina"
"Julia-Marie";"Juliamarie"
"Julian";"Iulian"
"Julian";"Joulian"
"Julian";"Julián"
"Julian";"Julijan"
"Julian";"Juljan"
"Juliana";"Iuliana"
"Juliana";"Julijana"
"Juliane";"Juljane"
"Julia-Stefanie";"Julia-Stephanie"
"Julia-Teresa";"Julia-Theresa"
"Julia-Viktoria";"Julia-Victoria"
"Juliette";"Juliett"
"Jürgen-Marcus";"Jürgen-Markus"
"Juri";"Jurij"
"Justin";"Justyn"
"Justinne";"Justine"
"Justyna";"Justina"
"Kai";"Kaj"
"Kai";"Kay"
"Kai";"Kei"
"Kaja";"Kaia"
"Kaja";"Kaija"
"Kaja";"Kaya"
"Kalea";"Kaleah"
"Kamil";"Kâmil"
"Kamila";"Camila"
"Karen";"Caren"
"Karim";"Carem"
"Karim";"Kareem"
"Karim";"Karem"
"Karim";"Kariem"
"Karim";"Karime"
"Karima";"Carima"
"Karima";"Karimah"
"Karin";"Carin"
"Karin";"Karien"
"Karina";"Carina"
"Karina";"Kaarina"
"Karine";"Carine"
"Karl-Gustav";"Carl-Gustav"
"Karl-Heinz";"Karlheinz"
"Karline";"Carline"
"Karl-Matthias";"Karl-Mathias"
"Karl-Michael";"Carl-Michael"
"Karlo";"Carlo"
"Karl-Stephan";"Karl-Stefan"
"Karol";"Carol"
"Karsten";"Carsten"
"Kasandra";"Casandra"
"Kasandra";"Cassandra"
"Kasandra";"Kassandra"
"Kassia";"Cassia"
"Katharin";"Katarin"
"Katharina";"Catarina"
"Katharina";"Catharina"
"Katharina";"Katarina"
"Katharina";"Katerina"
"Katharina-Stefanie";"Katarina-Stephanie"
"Kathi";"Kathy"
"Kathi";"Katy"
"Kathinka";"Katinka"
"Kathlen";"Cathleen"
"Kathlen";"Kathleen"
"Kathlen";"Kathlene"
"Kathlen";"Katleen"
"Kathrin";"Cathrin"
"Kathrin";"Cathryn"
"Kathrin";"Catrien"
"Kathrin";"Catrin"
"Kathrin";"Kathryn"
"Kathrin";"Katrien"
"Kathrin";"Katrin"
"Kathrine";"Cathrine"
"Kathrine";"Catrine"
"Kathrine";"Katrine"
"Kathrin-Maria";"Katrin-Maria"
"Kathrin-Theresa";"Katrin-Theresa"
"Katja";"Cathia"
"Katja";"Catia"
"Katja";"Katia"
"Katja";"Katya"
"Katrein";"Kathrein"
"Katrina";"Cathrina"
"Katrina";"Catrina"
"Katrina";"Kathrina"
"Katrin-Sophie";"Katrin-Sofie"
"Kelvyn";"Kelvin"
"Ken";"Kenn"
"Kenney";"Kenny"
"Kerstin";"Cerstin"
"Kessia";"Kesia"
"Kessia";"Kezia"
"Kevin";"Kewin"
"Kevin-Markus";"Kevin-Marcus"
"Keywan";"Keyvan"
"Khalid";"Chaled"
"Khalid";"Chalid"
"Khalid";"Khaled"
"Kiaan";"Kian"
"Kilian";"Kiliaan"
"Kilian";"Kilián"
"Kilian";"Killian"
"Kimberly";"Kimberley"
"Kimiya";"Kimia"
"Kim-Nathalie";"Kim-Natalie"
"Kira";"Kyra"
"Kirsty";"Kirsti"
"Kirsty";"Kirstie"
"Klara-Maria";"Clara-Maria"
"Klausjürgen";"Claus-Jürgen"
"Klausjürgen";"Klaus-Jürgen"
"Klea";"Clea"
"Koloman";"Coloman"
"Konrad";"Conrad"
"Konrad";"Conradt"
"Konrad";"Conrat"
"Konrad";"Konradt"
"Konrad";"Konrat"
"Konradin";"Conradin"
"Konstantin";"Constantin"
"Kornel";"Cornel"
"Kornel";"Kornél"
"Kornelia";"Cornelia"
"Korneliusz";"Cornelius"
"Korneliusz";"Kornelius"
"Kosmas";"Cosmas"
"Kosta";"Costa"
"Kristiane";"Christiane"
"Kristiane";"Krystiane"
"Kristina-Marie";"Christina-Marie"
"Kristjana";"Christiana"
"Kristjana";"Kristiana"
"Krystalia";"Kristalia"
"Krystina";"Kristyna"
"Krystina";"Krisztina"
"Krystina";"Krystyna"
"Ksenia";"Ksenija"
"Ksenia";"Xenia"
"Kurosch";"Kurosh"
"Kurt";"Curt"
"Lalita";"Lalitha"
"Lana";"Lanah"
"Lara";"Larah"
"Lara-Sofie";"Lara-Sophie"
"Larissa";"Larisa"
"Larissa";"Laryssa"
"Larry";"Lary"
"Latif";"Lateef"
"Latif";"Lâtif"
"Latifa";"Latifah"
"Laura-Isabelle";"Laura-Isabel"
"Laura-Theresa";"Laura-Teresa"
"Laurenz";"Laurenc"
"Laurenz";"Laurencz"
"Laurenz";"Laurens"
"Lea";"Léa"
"Lea";"Leah"
"Leia";"Leja"
"Leia";"Leya"
"Leïla";"Laijla"
"Leïla";"Lheila"
"Lena";"Leena"
"Lena";"Léna"
"Lenja";"Lenia"
"Lenja";"Lenya"
"Lennard";"Lenard"
"Lennard";"Lenardt"
"Lennard";"Lenart"
"Lennard";"Lennardt"
"Lennard";"Lennart"
"Lennox";"Lenox"
"Lenny";"Lenni"
"Leon";"Léon"
"Leonard";"Leonhard"
"Leonard";"Leonhardt"
"Leonard";"Leonhart"
"Leonie";"Leoni"
"Leonie";"Léonie"
"Leonie";"Leony"
"Leopold";"Léopold"
"Leroy";"Lee-Roy"
"Leslie";"Lesley"
"Leslie";"Lesly"
"Leticia";"Laeticia"
"Leticia";"Laetitia"
"Leticia";"Lätitia"
"Leticia";"Lätizia"
"Leticia";"Leticija"
"Leticia";"Letizia"
"Leticia";"Letycja"
"Levi";"Lewi"
"Levin";"Lewin"
"Leyla";"Laila"
"Leyla";"Layla"
"Leyla";"Leila"
"Leyla";"Lejla"
"Lia";"Liah"
"Lia";"Lya"
"Liana";"Lijana"
"Lias";"Lijas"
"Libert";"Liebert"
"Lidia";"Lidija"
"Liesmarie";"Lies-Marie"
"Liesmarie";"Lismarie"
"Liesmarie";"Lis-Marie"
"Lilia";"Liliâ"
"Lilia";"Liliah"
"Lilia";"Lilja"
"Lilia";"Lilya"
"Lilian";"Liliann"
"Lilian";"Lillian"
"Liliana";"Lilijana"
"Liliana";"Ljiljana"
"Liliane";"Lilliane"
"Lilith";"Lillith"
"Lilly";"Lili"
"Lilly";"Lilli"
"Lilly";"Lillie"
"Lilly";"Lily"
"Lily-Sophie";"Lilly-Sophie"
"Lina";"Linah"
"Linda";"Lynda"
"Linda-Sophie";"Linda-Sofie"
"Linnea";"Linnéa"
"Lirian";"Lirijan"
"Lisa";"Liesa"
"Lisa";"Liisa"
"Lisa-Christina";"Lisa-Kristina"
"Lisa-Katrin";"Lisa-Cathrin"
"Lisa-Katrin";"Lisa-Kathrin"
"Lisa-Kristin";"Lisa-Christin"
"Lisa-Madlene";"Lisa-Madeleine"
"Lisa-Madlene";"Lisa-Madlen"
"Lisa-Maria";"Liesa-Maria"
"Lisa-Marie";"Liesa-Marie"
"Lisa-Marie";"Lisamarie"
"Lisa-Sofie";"Lisa-Sophie"
"Lisa-Stefanie";"Lisa-Stephanie"
"Lisa-Theresa";"Lisa-Teresa"
"Lisa-Victoria";"Lisa-Viktoria"
"Lisbeth";"Liesbet"
"Lisbeth";"Liesbeth"
"Lisbeth";"Lisbet"
"Liselotte";"Lieselotte"
"Lisette";"Liseth"
"Lisette";"Lisett"
"Lisette";"Lizette"
"Lissa";"Lisza"
"Livia";"Livija"
"Livia";"Liwia"
"Loreen";"Laureen"
"Loreen";"Laurien"
"Loreen";"Laurine"
"Loreen";"Lauryn"
"Loreen";"Lorene"
"Loreen";"Lorin"
"Loretta";"Loreta"
"Lorraine";"Loraine"
"Lou";"Lu"
"Louie";"Loui"
"Loyd";"Lloyd"
"Lubna";"Loubna"
"Luca";"Luka"
"Lucas-Mathias";"Lucas-Matthias"
"Lucas-Mathias";"Lukas-Matthias"
"Lucas-Peter";"Lukas-Peter"
"Lucas-Phillip";"Lucas-Philipp"
"Lucas-Phillip";"Lukas-Philipp"
"Lucas-Phillip";"Lukas-Phillip"
"Lucia";"Lucija"
"Lucia";"Luzia"
"Lucius";"Luzius"
"Lucy";"Luci"
"Lucy";"Lucie"
"Lucy";"Luzi"
"Lucy";"Luzie"
"Luis";"Louis"
"Luisa";"Louisa"
"Luisa";"Luiza"
"Luise";"Louise"
"Luise-Marie";"Louise-Marie"
"Lukas";"Lucas"
"Lukas";"Lúcás"
"Lukas";"Lukasz"
"Lukas-Josef";"Lucas-Josef"
"Luzian";"Lucian"
"Lynette";"Linette"
"Lynette";"Lynnette"
"Lynn";"Linh"
"Lynn";"Linn"
"Lynn";"Lyn"
"Maarit";"Marit"
"Maddalena";"Madalena"
"Maddison";"Madison"
"Madeleine";"Madelaine"
"Madeleine";"Madelein"
"Madeleine";"Madelen"
"Madeleine";"Madelene"
"Madeleine";"Madlaine"
"Madeleine";"Madleen"
"Madelyn";"Madeliene"
"Madelyn";"Madelin"
"Madelyn";"Madeline"
"Madelyn";"Madlin"
"Madelyn";"Madline"
"Madelyn";"Madlyn"
"Madlen";"Madlein"
"Madlen";"Madleine"
"Madlen";"Madlene"
"Madlen";"Madléne"
"Mael";"Maelle"
"Mael";"Maëlle"
"Magali";"Magalie"
"Magdalena";"Magda-Lena"
"Magret";"Magreth"
"Mahmoud";"Mahmud"
"Mahmoud";"Mahmut"
"Maiken";"Maaiken"
"Maja";"Maia"
"Maja";"Maija"
"Maja";"Maya"
"Maja";"Mayah"
"Maksim";"Maksym"
"Maksim";"Maxim"
"Maksim";"Maxime"
"Malin";"Maleen"
"Malin";"Malyn"
"Malvina";"Malwina"
"Mandeep";"Mandeepe"
"Mandie";"Mandy"
"Manisa";"Manissa"
"Mansur";"Mansour"
"Mansur";"Mansuur"
"Manú";"Manu"
"Manuel";"Mánuel"
"Manuel-Christofer";"Manuel-Christopher"
"Mara";"Marah"
"Marc-André";"Mark-André"
"Marc-Christopher";"Mark-Christopher"
"Marcel";"Marsel"
"Marcel";"Marsell"
"Marcela";"Marcella"
"Marcell";"Marzell"
"Marcel-Philipp";"Marcel-Philip"
"Marcel-Philipp";"Marcel-Phillip"
"Marc-Patrick";"Mark-Patrick"
"Marc-Philipp";"Marc-Philip"
"Marc-Philipp";"Marc-Phillip"
"Marc-Philipp";"Mark-Philipp"
"Marcus-Alexander";"Markus-Alexander"
"Mareike";"Maraike"
"Mareike";"Marijke"
"Mareike";"Mariyke"
"Mareike";"Maryke"
"Margareth";"Margaret"
"Margaretha";"Margareta"
"Margarethe";"Margarete"
"Margarita";"Margaritha"
"Margarita";"Margaritta"
"Margherita";"Margerita"
"Margita";"Margitta"
"Margith";"Margit"
"Margreth";"Margret"
"Margriet";"Margrit"
"Marguerite";"Marguérite"
"Maria";"Maariyah"
"Maria";"María"
"Maria";"Mária"
"Maria";"Mariah"
"Maria";"Marija"
"Maria";"Mariya"
"Maria";"Marja"
"Maria-Catarina";"Maria-Katharina"
"Maria-Christina";"Maria-Kristina"
"Maria-Louise";"Maria-Luise"
"Maria-Theresa";"Maria-Teresa"
"Maria-Viktoria";"Maria-Victoria"
"Marica";"Mariza"
"Marie";"Mari"
"Marie-Carolin";"Marie-Caroline"
"Marie-Christin";"Marie-Christien"
"Marie-Christin";"Marie-Kristin"
"Marie-Christine";"Marie-Kristine"
"Marie-Isabelle";"Marie-Isabel"
"Marie-Isabelle";"Marie-Isabell"
"Marie-Kathrin";"Marie-Katrin"
"Mariel";"Mariell"
"Mariel";"Marielle"
"Mariela";"Mariella"
"Marielies";"Marie-Lies"
"Marielies";"Marielis"
"Marielies";"Marilies"
"Marielies";"Marilis"
"Marie-Liesa";"Marielisa"
"Marie-Liesa";"Marie-Lisa"
"Marie-Liesa";"Marilisa"
"Marie-Louise";"Marielouise"
"Marie-Louise";"Marieluise"
"Marie-Louise";"Marie-Luise"
"Marie-Luis";"Marieluis"
"Marieluisa";"Marie-Luisa"
"Marie-Madlen";"Marie-Madelaine"
"Marie-Madlen";"Marie-Madeleine"
"Marierose";"Marie-Rose"
"Marie-Sophie";"Marie-Sofie"
"Marie-Stephanie";"Marie-Stefanie"
"Marie-Theres";"Marie-Teres"
"Marie-Theres";"Marietheres"
"Marie-Theres";"Marie-Thérese"
"Marie-Theres";"Marie-Thérèse"
"Marie-Theresa";"Marie-Teresa"
"Marie-Therese";"Marietherese"
"Marie-Victoria";"Marie-Viktoria"
"Marijan";"Marian"
"Marijan";"Marjan"
"Marijana";"Mariana"
"Marijana";"Marianna"
"Marijeta";"Marieta"
"Marijeta";"Marietta"
"Marijeta";"Marjeta"
"Marijeta";"Marjetta"
"Marikka";"Maricka"
"Marikka";"Marika"
"Marilen";"Marielen"
"Marilena";"Marielena"
"Marilena";"Marie-Lena"
"Mario";"Marijo"
"Marion";"Maryon"
"Marita";"Maritha"
"Marjoerie";"Marjorie"
"Mark";"Marc"
"Mark";"Márk"
"Mark-Michael";"Marc-Michael"
"Marko";"Marco"
"Mark-Richard";"Marc-Richard"
"Markus";"Marcus"
"Markus-Thomas";"Marcus-Thomas"
"Marleen";"Marlen"
"Marleen";"Marlén"
"Marlene";"Marleene"
"Marlies";"Marlis"
"Marliesa";"Marlisa"
"Marlise";"Marliese"
"Marouan";"Maruan"
"Marta";"Martha"
"Martina";"Martyna"
"Martin-Lucas";"Martin-Lukas"
"Márton";"Marton"
"Marvellous";"Marvelous"
"Marvin";"Marwin"
"Mary";"Meri"
"Mary";"Merry"
"Mary";"Mery"
"Maryam";"Mariam"
"Maryam";"Marijam"
"Maryam";"Marjam"
"Maryann";"Marry-Ann"
"Maryann";"Mary-Ann"
"Maryann";"Mary-Anne"
"Marylyn";"Marilyn"
"Marylyn";"Marylin"
"Marylyn";"Merilyn"
"Maté";"Mathé"
"Matea";"Mateja"
"Matea";"Mathea"
"Matea";"Mattäa"
"Matea";"Mattea"
"Matea";"Matthäa"
"Matea";"Matthea"
"Matej";"Matéj"
"Mathilde";"Matilde"
"Matilda";"Mathilda"
"Matteo";"Mateo"
"Matteo";"Matheo"
"Matteo";"Mattheo"
"Matthäus";"Mateus"
"Matthäus";"Mathaeus"
"Matthäus";"Mathäus"
"Matthäus";"Mattäus"
"Matthäus";"Matteus"
"Matthäus";"Matthaeus"
"Matthäus";"Matthäusz"
"Matthäus";"Mattheus"
"Matthes";"Mathes"
"Matthes";"Mattes"
"Matthias";"Mathias"
"Matthias";"Mathyas"
"Matthias";"Matias"
"Matthias";"Matijas"
"Matthias";"Mattias"
"Matthisa";"Mathissa"
"Matthisa";"Matthissa"
"Mattis";"Mathis"
"Mattis";"Matthis"
"Matyas";"Matyás"
"Matyas";"Mátyás"
"Maude";"Maud"
"Maurice";"Morice"
"Maurice";"Mourice"
"Mauricio";"Maurizio"
"Mauriz";"Maurits"
"Mauriz";"Mauritz"
"Maurizia";"Mauritia"
"Mavi";"Mavie"
"Max";"Maxx"
"Maximilian";"Maksimilian"
"Maximilian";"Maksimiljan"
"Maximilian";"Maksymilian"
"Maximilian";"Maksymilijan"
"Maximilian";"Maximiliaan"
"Maximilian";"Maximilián"
"Maximilian";"Maximillian"
"Meggie";"Meggy"
"Mehmet";"Mehmed"
"Mehmet";"Memet"
"Meike";"Maike"
"Melania";"Melanija"
"Melania";"Melanya"
"Melanie";"Melani"
"Melanie";"Melany"
"Melanie-Christin";"Melanie-Kristin"
"Melanie-Jacqueline";"Melanie-Jaqueline"
"Melissa";"Melisa"
"Melitta";"Melita"
"Melitta";"Melitha"
"Melody";"Melodie"
"Melvin";"Melvyn"
"Merit";"Merith"
"Merjem";"Meriyem"
"Meva";"Mewa"
"Michael";"Michaël"
"Michaela";"Mihaela"
"Michaele";"Michaellé"
"Michelle";"Michel"
"Michelle";"Michél"
"Michelle";"Michele"
"Michelle";"Michèle"
"Michelle";"Mìchele"
"Michelle";"Michell"
"Michelle";"Michéll"
"Michelle";"Michélle"
"Michelle";"Michèlle"
"Michelle";"Mischel"
"Michelle";"Mischell"
"Michelle";"Mishel"
"Michelle-Janine";"Michelle-Jeannine"
"Michelle-Luise";"Michelle-Louise"
"Mick";"Mik"
"Mielle";"Miel"
"Miguel";"Mighel"
"Mihajlo";"Mihaijlo"
"Mihajlo";"Mihailo"
"Mika";"Mica"
"Mika";"Miká"
"Mikaeil";"Mikail"
"Mikaeil";"Mikhail"
"Mike";"Maic"
"Mike";"Maik"
"Mike";"Meik"
"Miki";"Mickey"
"Miki";"Micky"
"Mikko";"Miko"
"Milan";"Milán"
"Mile";"Míle"
"Miliana";"Milijana"
"Miloš";"Milos"
"Milowan";"Milovan"
"Mimi";"Mimmi"
"Minou";"Minu"
"Mira";"Myra"
"Mirac";"Miraç"
"Mirelle";"Mirell"
"Miriam";"Mirijam"
"Miriam";"Mirjam"
"Miriam";"Miryam"
"Miriam";"Myriam"
"Miriam";"Myrjam"
"Mirjam-Stephanie";"Miriam-Stefanie"
"Mirjana";"Miriana"
"Mirko";"Mirco"
"Mitra";"Mithra"
"Moaaz";"Moaz"
"Mona-Lisa";"Monalisa"
"Monika";"Monica"
"Monique";"Monic"
"Monique";"Moniek"
"Moritz";"Móric"
"Moritz";"Moriz"
"Moritz-Maximilian";"Moritz-Maximillian"
"Muamer";"Muammer"
"Muhammed";"Mohamad"
"Muhammed";"Mohamed"
"Muhammed";"Mohammad"
"Muhammed";"Mohammed"
"Muhammed";"Muhamad"
"Muhammed";"Muhamed"
"Muhammed";"Muhammad"
"Muhammed";"Muhammet"
"Muharrem";"Muharem"
"Mustafa";"Mostafa"
"Myrthe";"Myrte"
"Nadeem";"Nadiem"
"Nadeem";"Nadim"
"Nadege";"Nadège"
"Nadia";"Nadija"
"Nadia";"Nadja"
"Nadia";"Nadya"
"Nadine";"Nadin"
"Nadiné";"Nadinee"
"Nadine-Janine";"Nadine-Jeanine"
"Naema";"Naëma"
"Najah";"Naja"
"Najma";"Naima"
"Nasrien";"Nasrin"
"Nastasia";"Nastasja"
"Nastasia";"Nastassija"
"Nastasia";"Nastassja"
"Natalia";"Natália"
"Natalia";"Natalija"
"Natalia";"Natalja"
"Natalia";"Nathalia"
"Natalie";"Natali"
"Natalie";"Nathalie"
"Natania";"Natanja"
"Natania";"Nathanja"
"Natascha";"Nataša"
"Natascha";"Natasha"
"Natascha-Carina";"Natascha-Karina"
"Nathali";"Nataly"
"Nathali";"Nathaly"
"Nathanael";"Natanael"
"Nathasja";"Natassia"
"Navdip";"Navdeep"
"Naveen";"Navin"
"Navid";"Nawid"
"Nea";"Neah"
"Neal";"Neil"
"Neal";"Niel"
"Neela";"Nela"
"Nejla";"Naila"
"Nejla";"Nayla"
"Nejla";"Neila"
"Nejo";"Neyo"
"Nele";"Neele"
"Nelli";"Nellie"
"Nelli";"Nelly"
"Neneh";"Nene"
"Nesrin";"Nessrin"
"Niall";"Nial"
"Niara";"Niarah"
"Nicholas";"Nickolas"
"Nicholas";"Nicolas"
"Nicholas";"Nicolás"
"Nicholas";"Nicolàs"
"Nicholas";"Nikolaas"
"Nicholas";"Nikolas"
"Nicky";"Nickey"
"Nicky";"Nicki"
"Nicky";"Niki"
"Nicky";"Nikki"
"Nico";"Niko"
"Nicole";"Nichole"
"Nicole";"Nicol"
"Nicole";"Nicoll"
"Nicole";"Nikol"
"Nicole";"Nikole"
"Nicole";"Nikoll"
"Nicoline";"Nicolin"
"Nicoline";"Nikoline"
"Nik";"Nic"
"Nik";"Nick"
"Nika";"Nikka"
"Niklas";"Nichlas"
"Niklas";"Nicklas"
"Niklas";"Niclas"
"Niklas";"Niklaas"
"Nikola";"Niccola"
"Nikola";"Nicola"
"Nikola";"Nicolà"
"Nikola";"Nicóla"
"Nikola";"Nikolà"
"Nikolaus";"Nickolaus"
"Nikolaus";"Nicolaus"
"Nikolay";"Nicolai"
"Nikolay";"Nicolaj"
"Nikolay";"Nikolai"
"Nikolay";"Nikolaj"
"Nikolay";"Nikoley"
"Nikoletta";"Nicoletta"
"Nikolina";"Nicolina"
"Nikos";"Nicos"
"Nils";"Niels"
"Nimrod";"Nimród"
"Nina";"Niina"
"Nina-Christin";"Nina-Kristin"
"Nischa";"Nisha"
"Nischan";"Nishan"
"Nischan";"Nizam"
"Noah";"Noa"
"Noel";"Noél"
"Noel";"Noèl"
"Noel";"Noël"
"Noel";"Noelle"
"Noel";"Noëlle"
"Noemi";"Noémie"
"Noëmi";"Noémi"
"Noëmi";"Noëmie"
"Nora";"Nóra"
"Nora";"Norah"
"Noreen";"Norin"
"Notburga";"Nothburga"
"Noura";"Nourah"
"Noura";"Nura"
"Nur";"Nour"
"Nurhan";"Nourhan"
"Nushin";"Nuschin"
"Octavia";"Oktavia"
"Odinn";"Odin"
"Oktavian";"Octavian"
"Oliver";"Olivér"
"Olivia";"Olívia"
"Olivia";"Oliwia"
"Omar";"Omer"
"Omar";"Ömer"
"Oriana";"Orianna"
"Osama";"Osamah"
"Oskar";"Oscar"
"Otmar";"Othmar"
"Panagiotis";"Panajotis"
"Pascal";"Pascâl"
"Pascal";"Pascale"
"Pascal";"Pascalle"
"Pascal";"Paskal"
"Pascal";"Pasqual"
"Pascha";"Pas&A"
"Patricia";"Patriccia"
"Patricia";"Patrizia"
"Patricia";"Patrycia"
"Patricia";"Patrycja"
"Patricia-Stefanie";"Patricia-Stephanie"
"Patrick";"Pathrik"
"Patrick";"Patric"
"Patrick";"Patricc"
"Patrick";"Patrik"
"Patrick";"Patryk"
"Patrick-Alexander";"Patrik-Alexander"
"Patrick-René";"Patrick-Rene"
"Patrick-Stephan";"Patrick-Stefan"
"Pätrik";"Pätrick"
"Patrizio";"Patricio"
"Paul";"Paull"
"Paulin";"Paulynn"
"Paul-Stefan";"Paul-Stephan"
"Penina";"Peninna"
"Penina";"Pennyna"
"Per";"Peer"
"Perinne";"Perine"
"Perinne";"Perrine"
"Peter";"Péter"
"Phedra";"Phaedra"
"Philine";"Philline"
"Philip-Alexander";"Philipp-Alexander"
"Philip-Andreas";"Philipp-Andreas"
"Philippa";"Filippa"
"Philippa";"Phillippa"
"Philipp-Daniel";"Philip-Daniel"
"Philippe";"Philipe"
"Philipp-Emmanuel";"Philip-Emanuel"
"Philipp-Emmanuel";"Philipp-Emanuel"
"Philipp-Johannes";"Philip-Johannes"
"Philipp-Michael";"Philip-Michael"
"Philipp-Raphael";"Philip-Rafael"
"Philip-Rudolf";"Philipp-Rudolf"
"Pia-Christina";"Pia-Kristina"
"Pia-Lucia";"Pia-Luzia"
"Pia-Patricia";"Pia-Patrizia"
"Pitt";"Pit"
"Prisca";"Priska"
"Priyanka";"Prianca"
"Punit";"Puneet"
"Puria";"Puriya"
"Rabia";"Rabiya"
"Rachel";"Rahel"
"Racquel";"Raquel"
"Rafaella";"Raffaella"
"Rafaella";"Raphaella"
"Rafaelo";"Raffaelo"
"Raffaele";"Raphaele"
"Rafi";"Rafie"
"Rahma";"Rahmah"
"Rainer";"Reiner"
"Ralf";"Ralph"
"Ralph-Bernhard";"Ralf-Bernhard"
"Ramez";"Rames"
"Rami";"Ramy"
"Ramiz";"Ramis"
"Ramon";"Ramón"
"Ramses";"Ramsses"
"Randolf";"Randolph"
"Randy";"Randdy"
"Rania";"Raniya"
"Rania";"Ranja"
"Rania";"Ranya"
"Raphael";"Rafael"
"Raphael";"Raffael"
"Raphael";"Raphaël"
"Raphaela";"Rafaela"
"Raphaela";"Raffaela"
"Raphael-Marco";"Raffael-Marko"
"Raul";"Raoul"
"Raya";"Raija"
"Rebecca";"Rebbecca"
"Rebecca";"Rebeca"
"Rebecca";"Rebecka"
"Rebecca";"Rebeka"
"Rebecca";"Rebekah"
"Rebecca";"Rebekka"
"Reimar";"Reymar"
"Reimund";"Raimund"
"Reina";"Reïna"
"Reinhard";"Rainhard"
"Reinhard";"Rainhardt"
"Reinhard";"Reinhardt"
"Reinhard";"Reinhart"
"Réka";"Reka"
"Remi";"Rémi"
"Remi";"Remie"
"Remi";"Remy"
"Remi";"Rémy"
"Rénas";"Renas"
"Rene";"René"
"Rene";"Renee"
"Rene";"Reneé"
"Rene";"Renée"
"Rene";"Renné"
"Rene-Marcel";"René-Marcel"
"René-Philipp";"René-Phillip"
"Reto";"Retho"
"Reynald";"Rainald"
"Reynald";"Reinald"
"Reza";"Resa"
"Rhea";"Rheia"
"Ricarda";"Riccarda"
"Ricarda";"Rikarda"
"Ricarda";"Rycarda"
"Riccardo";"Ricardo"
"Riccardo";"Rikardo"
"Richard";"Richárd"
"Richard";"Richhard"
"Richie";"Ricci"
"Richie";"Ritchie"
"Ricky";"Rickey"
"Ricky";"Ricki"
"Rihana";"Rihanna"
"Rika";"Rica"
"Rike";"Rieke"
"Rina";"Reena"
"Rita";"Ritha"
"Rivka";"Riwkah"
"Robbie";"Robby"
"Robin";"Robyn"
"Robin";"Robynn"
"Roksana";"Roxana"
"Roland";"Rolland"
"Rolf";"Rolph"
"Roman-Christopher";"Roman-Christofer"
"Romy";"Romi"
"Romy";"Rommy"
"Ronja";"Ronia"
"Ronja";"Ronya"
"Ronni";"Roni"
"Ronni";"Ronie"
"Ronni";"Ronnie"
"Ronni";"Ronny"
"Ronni";"Rony"
"Rosalie";"Rosali"
"Rosemarie";"Rose-Marie"
"Roswitha";"Roswita"
"Roya";"Roja"
"Rubi";"Ruby"
"Rudolf";"Rudolph"
"Ruppert";"Rupert"
"Russell";"Russel"
"Ruth";"Rut"
"Ruwen";"Rouven"
"Ruwen";"Ruven"
"Sabrina-Teresa";"Sabrina-Theresa"
"Sadija";"Sadia"
"Sadulah";"Sadullah"
"Safija";"Safiyya"
"Safiya";"Safia"
"Safiye";"Safieh"
"Saifulla";"Sajfullah"
"Saira";"Sajra"
"Salih";"Sali"
"Salome";"Salomé"
"Sama";"Samaa"
"Sama";"Samah"
"Samantha";"Samanta"
"Samantha-Josephine";"Samantha-Josefine"
"Samara";"Samarah"
"Sami";"Samy"
"Samia";"Samiah"
"Samia";"Samiha"
"Samia";"Samja"
"Samia";"Samya"
"Samir";"Sameer"
"Samira";"Samirah"
"Samuel";"Sámuel"
"Samuel";"Samujel"
"Sándor";"Sandor"
"Sandrine";"Sandrien"
"Sanijela";"Saniela"
"Sanja";"Sania"
"Sanja";"Sanya"
"Sannah";"Sanna"
"Sanny";"Sanni"
"Santien";"Santine"
"Sara";"Saara"
"Sara";"Sahra"
"Sara";"Sahrah"
"Sara";"Sára"
"Sara";"Sarah"
"Sara-Christina";"Sarah-Christina"
"Sarah-Christin";"Sarah-Kristin"
"Sarah-Elisa";"Sara-Eliza"
